setting,e_beam_GeV,hms_p_GeV,hms_angle_deg,shms_p_GeV,shms_angle_deg,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD_MeV,muD_err_MeV,sigD_MeV,sigD_err_MeV,statusD,chi2D,ndfD,muS_MeV,muS_err_MeV,sigS_MeV,sigS_err_MeV,statusS,chi2S,ndfS,offset_MeV,offset_err_MeV,fit_valid
F,10.671600,4.720000,26.395000,-5.712000,18.560000,2,b2,-1.000000,0.000000,W,0.925500,1.023500,1.000000,0.000000,1.000000,63.000000,561.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,2,b2,-1.000000,0.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,63.000000,561.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,2,b2,-1.000000,0.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,63.000000,561.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.038886,0.053402,29.000000,0.006034,4806.040662,63.000000,561.000000,6.276763,3.001242,13.710940,4.191989,0,4.960420,9,-0.558970,0.356176,7.919464,0.274282,0,2.305203,5,6.835733,3.022303,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,3,b3,0.000000,1.000000,W,0.778500,0.876500,1.000000,0.000000,1.000000,81.000000,559.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,3,b3,0.000000,1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,81.000000,559.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,3,b3,0.000000,1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,81.000000,559.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.031930,0.054320,40.000000,0.006158,6495.236790,81.000000,559.000000,12.775729,4.639194,20.798873,4.580430,0,6.370150,9,-0.433792,0.358501,7.761697,0.300370,0,7.395145,5,13.209522,4.653025,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,4,b4,1.000000,2.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,77.000000,630.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,4,b4,1.000000,2.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,77.000000,630.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,4,b4,1.000000,2.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,77.000000,630.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.040514,0.058241,41.000000,0.006992,5863.827118,77.000000,630.000000,9.569652,2.640780,9.304483,4.231627,0,16.975849,10,-0.075833,0.332912,7.704445,0.246997,0,7.048135,5,9.645485,2.661681,1
F,10.671600,4.720000,26.395000,-5.712000,18.560000,5,b5,2.000000,3.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,91.000000,609.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,5,b5,2.000000,3.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,91.000000,609.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,5,b5,2.000000,3.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,91.000000,609.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
F,10.671600,4.720000,26.395000,-5.712000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.034820,0.054153,42.000000,0.006801,6175.360890,91.000000,609.000000,8.629615,4.092950,20.583455,4.715396,0,6.214827,10,-0.386137,0.337460,7.692060,0.252352,0,4.751277,5,9.015752,4.106838,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,0,full,-10.000000,22.000000,W,0.866380,1.003407,570.000000,0.069699,8178.016213,3428.000000,81350.000000,942.934141,3.536195,44.962515,3.315477,0,61.271656,17,949.355292,0.224728,17.454190,0.213755,0,407.753639,10,-6.421151,3.543329,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,0,full,-10.000000,22.000000,Em,-0.032364,0.007867,362.000000,0.027951,12951.308297,3428.000000,81350.000000,-12.143520,0.967720,13.284121,1.289570,0,15.285393,17,7.656501,0.129196,8.422559,0.133155,0,22.466293,13,-19.800022,0.976306,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,0,full,-10.000000,22.000000,Pmz,-0.039081,0.045301,520.000000,0.061649,8434.811271,3428.000000,81350.000000,9.151762,1.031651,13.725068,0.812406,0,79.630229,12,-6.977711,0.109533,7.110433,0.078092,0,1355.069047,8,16.129473,1.037450,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.037790,0.046887,2056.000000,0.392285,5241.092602,3428.000000,81350.000000,4.895854,0.341194,14.617765,0.397687,0,123.303886,11,-0.451838,0.028716,7.134281,0.023961,0,323.249740,5,5.347692,0.342401,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,1,b1,-2.000000,-1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,51.000000,1399.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,1,b1,-2.000000,-1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,51.000000,1399.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,1,b1,-2.000000,-1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,51.000000,1399.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.033872,0.052300,26.000000,0.005215,4985.539382,51.000000,1399.000000,1.804788,10.654659,27.727839,14.245542,0,3.040327,7,-0.113101,0.225796,8.188678,0.172972,0,4.387430,5,1.917888,10.657052,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,2,b2,-1.000000,0.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1455.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,2,b2,-1.000000,0.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1455.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,2,b2,-1.000000,0.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1455.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,2,b2,-1.000000,0.000000,Pmy,0.182450,0.297550,8.000000,0.000000,1.000000,49.000000,1455.000000,227.303168,32.355799,49.171473,50.646146,0,1.011410,3,-0.487093,0.217855,8.021106,0.194962,0,19.834180,5,227.790261,32.356533,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,3,b3,0.000000,1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1422.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,3,b3,0.000000,1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1422.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,3,b3,0.000000,1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,1422.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.116518,0.019768,25.000000,0.005307,4710.662356,49.000000,1422.000000,622.512438,997.971910,373.036641,192.214776,0,3.600242,8,-0.637108,0.216564,7.788470,0.178450,0,10.174691,5,623.149546,997.971933,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,4,b4,1.000000,2.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,40.000000,1576.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,4,b4,1.000000,2.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,40.000000,1576.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,4,b4,1.000000,2.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,40.000000,1576.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.038005,0.048426,18.000000,0.005911,3045.278546,40.000000,1576.000000,-14.769514,128.997779,57.545645,112.622926,0,3.481912,7,-0.470339,0.211358,7.980871,0.175428,0,6.620870,5,-14.299175,128.997952,1
G,10.671600,4.720000,26.395000,-5.376000,18.560000,5,b5,2.000000,3.000000,W,1.086500,1.184500,1.000000,0.000000,1.000000,41.000000,1540.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,5,b5,2.000000,3.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,41.000000,1540.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,5,b5,2.000000,3.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,41.000000,1540.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
G,10.671600,4.720000,26.395000,-5.376000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.045290,0.052553,18.000000,0.005746,3132.672892,41.000000,1540.000000,-8.622249,12.509358,31.552514,17.726260,0,2.203448,7,-0.026521,0.215733,8.081064,0.179065,0,9.822714,5,-8.595727,12.511218,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,0,full,-10.000000,22.000000,W,1.247844,1.300000,11.000000,0.002894,3800.967783,1674.000000,158386.000000,1269.325532,208.601788,20.200034,43.643177,0,0.000010,0,1299.071964,11.788604,46.681102,8.106644,0,10.851194,7,-29.746431,208.934624,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,0,full,-10.000000,22.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,1674.000000,158386.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,0,full,-10.000000,22.000000,Pmz,-0.300000,-0.264600,5.000000,0.000513,9746.847983,1674.000000,158386.000000,-185.408929,542.118772,81.357552,44.556948,0,0.472196,0,-311.069548,20.091534,21.658197,7.823297,0,6.143923,3,125.660619,542.490952,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.046537,0.058130,785.000000,0.369112,2126.726110,1674.000000,158386.000000,6.208226,0.918299,23.006177,1.183899,0,70.942798,15,-0.361516,0.020416,7.739434,0.016713,0,461.658123,5,6.569741,0.918526,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,1,b1,-2.000000,-1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,4028.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,1,b1,-2.000000,-1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,4028.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,1,b1,-2.000000,-1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,4028.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.022788,0.041538,15.000000,0.009120,1644.773702,38.000000,4028.000000,18.483407,6.353563,16.292850,5.957137,0,1.369620,3,-0.143995,0.134892,8.216823,0.103944,0,7.135935,5,18.627403,6.354995,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,2,b2,-1.000000,0.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,45.000000,4316.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,2,b2,-1.000000,0.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,45.000000,4316.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,2,b2,-1.000000,0.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,45.000000,4316.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.035602,0.061762,23.000000,0.009876,2328.831587,45.000000,4316.000000,11.119818,8.378161,26.787608,8.503376,0,1.756144,7,-0.306223,0.133747,8.372551,0.116514,0,26.322493,5,11.426040,8.379228,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,3,b3,0.000000,1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,32.000000,4190.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,3,b3,0.000000,1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,32.000000,4190.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,3,b3,0.000000,1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,32.000000,4190.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.076919,0.036765,13.000000,0.009520,1365.527948,32.000000,4190.000000,-17.133342,45.915400,66.679265,90.765118,0,1.554164,7,-0.104825,0.128138,7.935854,0.102031,0,21.155371,5,-17.028517,45.915579,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,4,b4,1.000000,2.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,4384.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,4,b4,1.000000,2.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,4384.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,4,b4,1.000000,2.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,49.000000,4384.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.015081,0.073881,20.000000,0.009787,2043.443641,49.000000,4384.000000,43.817501,66.967039,63.088142,142.550846,0,4.432258,7,-0.549695,0.125520,7.978275,0.093471,0,7.692742,5,44.367197,66.967156,1
H,10.671600,4.720000,26.395000,-5.040000,18.560000,5,b5,2.000000,3.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,55.000000,4310.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,5,b5,2.000000,3.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,55.000000,4310.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,5,b5,2.000000,3.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,55.000000,4310.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
H,10.671600,4.720000,26.395000,-5.040000,18.560000,5,b5,2.000000,3.000000,Pmy,-0.057283,0.062712,21.000000,0.009794,2144.063470,55.000000,4310.000000,11.905190,43.703343,66.735392,66.507086,0,4.523325,8,-0.545745,0.129650,8.115296,0.099719,0,5.981364,5,12.450935,43.703536,1
I,10.671600,4.720000,26.395000,-4.704000,18.560000,0,full,-10.000000,22.000000,W,0.841500,0.953500,2.000000,0.000000,1.000000,1081.000000,79844.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,0,full,-10.000000,22.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,1081.000000,79844.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,0,full,-10.000000,22.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,1081.000000,79844.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,0,full,-10.000000,22.000000,Pmy,-0.041258,0.053099,416.000000,0.134867,3084.512586,1081.000000,79844.000000,6.525182,0.925296,17.554723,0.976465,0,25.819930,13,-0.291557,0.029716,7.979901,0.024337,0,202.409319,5,6.816739,0.925773,1
I,10.671600,4.720000,26.395000,-4.704000,18.560000,1,b1,-2.000000,-1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,36.000000,2436.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,1,b1,-2.000000,-1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,36.000000,2436.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,1,b1,-2.000000,-1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,36.000000,2436.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,1,b1,-2.000000,-1.000000,Pmy,-0.040298,0.047004,17.000000,0.004145,4101.460270,36.000000,2436.000000,-999.000000,-999.000000,-999.000000,-999.000000,1,2.202695,7,-999.000000,-999.000000,-999.000000,-999.000000,0,5.666154,5,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,2,b2,-1.000000,0.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2532.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,2,b2,-1.000000,0.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2532.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,2,b2,-1.000000,0.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,33.000000,2532.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,2,b2,-1.000000,0.000000,Pmy,-0.019310,0.030110,10.000000,0.004309,2320.736101,33.000000,2532.000000,2.961150,1.534524,3.671957,1.281702,0,2.965305,2,-0.380935,0.182803,8.673719,0.146277,0,3.966282,5,3.342085,1.545374,1
I,10.671600,4.720000,26.395000,-4.704000,18.560000,3,b3,0.000000,1.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,27.000000,2451.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,3,b3,0.000000,1.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,27.000000,2451.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,3,b3,0.000000,1.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,27.000000,2451.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,3,b3,0.000000,1.000000,Pmy,-0.031215,0.049215,13.000000,0.004164,3121.729290,27.000000,2451.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0,0.785767,5,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,W,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,2535.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Em,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,2535.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Pmz,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,2535.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,-999,0.000000,0,-999.000000,-999.000000,0
I,10.671600,4.720000,26.395000,-4.704000,18.560000,4,b4,1.000000,2.000000,Pmy,-0.038172,0.054909,18.000000,0.004299,4187.111581,38.000000,2535.000000,27.287503,149.102065,62.050056,93.446897,0,3.619411,7,-0.085084,0.172285,8.228406,0.134644,0,7.831059,5,27.372587,149.102164,1
